,num_1,x_mask,y_mask,width_mask,delta_y_mask,length_right_mask,length_left_mask,width,delta_y,length_right,length_left,selmag_1,Line,errselmag_1,line_coord_sky,pointing,Note,quadrant,zflg,norm,epoch,photoMask_1,tsr,ssr,classFlag_1,id_IAU_2,num_2,id_T07,alpha_2,delta_2,selmag_2,errselmag_2,u,g,r,i,z,erru,errg,errr,erri,errz,u_T07,g_T07,r_T07,i_T07,iy_T07,z_T07,erru_T07,errg_T07,errr_T07,erri_T07,erriy_T07,errz_T07,K_video,Ks,FUV,errK_video,errKs,errFUV,errNUV,DeltaUG,DeltaGR,DeltaRI,ebv,r2,r2_T07,classFlag_2,photoMask_2,spectroMask,Separation_1,TYPED_ID,ANG_DIST,MAIN_ID,OTYPE_S,distance_gpe_deg,z_mpc,y_mpc,x_mpc,ra,dec,RA,DEC,NUV,id_IAU_1,Separation,zspec,redshift,SELECTED,symbol,Type,url_id,url,Impact parameter (kpc),size
27167,b'103220463',8.404550874295758,5.679054062123038,76.05,0.0,204.75,204.75,0.0018055555555555555,0.0,0.004861111111111111,0.004861111111111111,19.6413,1215.67,0.0062,-5.67,b'W1P173',1.0736327171325684,3,4.4,3.2965,2,1,0.5067107,1.0,1,b'VIPERS 103220463',b'103220463',1890207,32.420143,-5.6153753,19.6413,0.0062,22.2497,21.3657,20.4603,19.6413,19.3137,0.0253,0.0101,0.0109,0.0062,0.0105,22.202,21.442,20.548,19.667,-99.0,19.439,0.023,0.009,0.008,0.006,-99.0,0.009,-99.99,17.977,-99.0,-99.99,0.007,-99.0,0.045,0.0,-0.056,-0.003,0.02261,5.55,5.47,1,1,1,0.0,,,,,,,,,,,32.420143,-5.6153753,22.696,b'VIPERS 103220463',,0.6644,,0,circle,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 103220463'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.4201430d-5.6153753d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,39.740425
27196,b'103221874',7.061867723612497,5.922618464944924,76.05,0.0,204.75,204.75,0.0018055555555555555,0.0,0.004861111111111111,0.004861111111111111,21.4783,1215.67,0.0186,-5.71,b'W1P172',1.0464081764221191,4,4.5,4.1023,2,1,0.3722257,0.9393939,1,b'VIPERS 103221874',b'103221874',1891219,32.3881211,-5.6096516,21.4783,0.0186,23.0537,22.6367,22.0336,21.4783,21.3125,0.0346,0.0209,0.0314,0.0186,0.0403,23.021,22.698,22.07,21.491,-99.0,21.441,0.03,0.018,0.019,0.016,-99.0,0.033,-99.99,20.882,-99.0,-99.99,0.063,-99.0,0.068,0.0,-0.056,-0.003,0.02252,4.58,4.63,1,1,1,0.0,,,,,,,,,,,32.3881211,-5.6096516,23.363,b'VIPERS 103221874',,0.6432,,0,circle,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 103221874'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.3881211d-5.6096516d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,31.775759
59453,b'103193758',6.2574730374959655,0.9240076719610313,76.05,0.0,204.75,117.0,0.0018055555555555555,0.0,0.004861111111111111,0.002777777777777778,20.9132,1215.67,0.015,-5.86,b'W1P204',1.0601224899291992,1,3.2,3.7748,2,1,0.5246475,0.99,1,b'VIPERS 103193758',b'103193758',1864047,32.3688997,-5.7281033,20.9132,0.015,22.6184,22.1484,21.5098,20.9132,20.7231,0.0324,0.0182,0.0261,0.015,0.0332,22.648,22.222,21.583,20.949,-99.0,20.825,0.028,0.014,0.015,0.012,-99.0,0.025,-99.99,19.977,-99.0,-99.99,0.034,-99.0,0.06,0.0,-0.056,-0.003,0.02262,6.04,5.99,1,1,1,0.0,,,b'SDSS J020925.41-054302.2',0,0.004370571129722548,-575.8587956685325,3078.2312747879896,4858.782103534457,32.355881,-5.717282,32.3688997,-5.7281033,23.027,b'VIPERS 103193758',60.76453462021295,0.629,2.37,4,circle,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 103193758'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.3688997d-5.7281033d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,439,35.676723
59457,b'103195359',5.585218195742949,1.2468691195491275,117.0,126.36,468.0,204.75,0.002777777777777778,0.003,0.011111111111111112,0.004861111111111111,21.8703,1215.67,0.0284,-5.79,b'W1P204',100000.0,1,3.5,3.3652,2,1,0.6714075,0.97,1,b'VIPERS 103195359',b'103195359',1865732,32.3528866,-5.7204662,21.8703,0.0284,23.3587,22.9724,22.4787,21.8703,21.7562,0.05,0.0304,0.053,0.0284,0.0645,23.282,23.02,22.483,21.912,-99.0,22.006,0.035,0.021,0.026,0.02,-99.0,0.049,-99.99,21.3,-99.0,-99.99,0.084,-99.0,-99.0,0.0,-0.056,-0.003,0.02302,4.46,4.42,1,1,1,0.0,,,b'SDSS J020925.41-054302.2',0,0.004370571129722548,-575.8587956685325,3078.2312747879896,4858.782103534457,32.355881,-5.717282,32.3528866,-5.7204662,-99.0,b'VIPERS 103195359',15.698859777770275,0.6592,2.37,4,diamond,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 103195359'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.3528866d-5.7204662d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,113,16384.0
59570,b'103181519',7.648128638095077,-1.1888891225757068,93.6,-42.12,204.75,204.75,0.0022222222222222222,-0.001,0.004861111111111111,0.004861111111111111,22.1588,1215.67,0.0287,-5.85,b'W1P204',100000.0,1,4.5,1.8194,2,1,0.6267752,0.959596,1,b'VIPERS 103181519',b'103181519',1852574,32.4020622,-5.7781286,22.1588,0.0287,24.3761,23.7002,22.9309,22.1588,21.8907,0.0903,0.0428,0.053,0.0287,0.0578,24.359,23.743,22.954,22.236,-99.0,22.019,0.071,0.031,0.029,0.025,-99.0,0.043,-99.99,21.026,-99.0,-99.99,0.044,-99.0,0.206,0.0,-0.056,-0.003,0.02142,3.04,2.91,1,1,1,0.0,,,b'SDSS J020936.79-054647.4',0,0.02884837662676811,-577.4839795322498,3057.2739266394033,4816.877739309028,32.40331,-5.779836,32.4020622,-5.7781286,24.639,b'VIPERS 103181519',7.599695945351571,0.6566,2.333,4,diamond,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 103181519'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.4020622d-5.7781286d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,54,19.018322
59619,b'103163381',11.042658030348617,-4.5376530687569,76.05,0.0,643.5,204.75,0.0018055555555555555,0.0,0.015277777777777777,0.004861111111111111,21.9775,1215.67,0.0212,-5.72,b'W1P205',100000.0,3,3.5,1.2602,2,1,0.4254239,0.84,1,b'VIPERS 103163381',b'103163381',1835087,32.4832373,-5.8575442,21.9775,0.0212,25.7647,24.6612,23.2397,21.9775,21.4853,0.3406,0.0968,0.0972,0.0212,0.0363,25.465,24.774,23.262,21.945,-99.0,21.544,0.237,0.086,0.051,0.018,-99.0,0.028,-99.99,19.761,-99.0,-99.99,0.014,-99.0,-99.0,0.0,-0.056,-0.003,0.0213,3.2,3.26,1,1,1,0.0,,,b'SDSS J020959.47-055125.7',0,0.04151289103399461,-607.871151958034,3183.631376141122,4997.722177499062,32.497808,-5.857136,32.4832373,-5.8575442,-99.0,b'VIPERS 103163381',52.20134727137788,0.7647,2.5165,4,diamond,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 103163381'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.4832373d-5.8575442d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,377,16384.0
59971,b'102176019',-9.216535929481207,2.380567907722151,76.05,0.0,204.75,204.75,0.0018055555555555555,0.0,0.004861111111111111,0.004861111111111111,20.9147,1215.67,0.0104,-5.8,b'W1P203',100000.0,2,3.5,2.1419,2,1,0.6525922,0.9292929,1,b'VIPERS 102176019',b'102176019',1213321,32.000532,-5.6935508,20.9147,0.0104,23.0352,22.3788,21.6091,20.9147,20.5786,0.04,0.0196,0.0186,0.0104,0.0233,23.02,22.466,21.656,20.977,-99.0,20.761,0.035,0.017,0.012,0.009,-99.0,0.019,-99.99,19.634,-99.0,-99.99,0.021,-99.0,0.096,-0.04,-0.036,0.0316,0.02341,4.48,4.46,1,1,1,0.0,,,b'SDSS J020804.17-054116.5',0,0.028440824530946276,-578.7492658582269,3080.6998230245,4926.8197162045735,32.017403,-5.687933,32.000532,-5.6935508,23.635,b'VIPERS 102176019',63.73034019382943,0.6414,2.418,4,circle,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 102176019'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.0005320d-5.6935508d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,460,28.783222
59975,b'102178144',-8.279532138919846,2.8234756131008654,76.05,0.0,204.75,204.75,0.0018055555555555555,0.0,0.004861111111111111,0.004861111111111111,20.9536,1215.67,0.0091,-5.78,b'W1P203',100000.0,2,3.4,1.6411,2,1,0.5039495,0.959596,1,b'VIPERS 102178144',b'102178144',1215066,32.0228903,-5.6830786,20.9536,0.0091,24.3658,23.2844,21.9407,20.9536,20.493,0.1042,0.0372,0.0213,0.0091,0.0179,24.412,23.334,21.989,21.037,-99.0,20.701,0.102,0.033,0.018,0.009,-99.0,0.017,-99.99,19.418,-99.0,-99.99,0.016,-99.0,0.228,-0.04,-0.036,0.0316,0.02315,3.36,3.29,1,1,1,0.0,,,b'SDSS J020804.17-054116.5',0,0.028440824530946276,-578.7492658582269,3080.6998230245,4926.8197162045735,32.017403,-5.687933,32.0228903,-5.6830786,24.849,b'VIPERS 102178144',26.30221747689921,0.6425,2.418,4,diamond,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident=VIPERS 102178144'>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.0228903d-5.6830786d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,190,17.230793
60370,,-7.555459851545311,4.464452298570341,76.05,0.0,204.75,351.0,0.0018055555555555555,0.0,0.004861111111111111,0.008333333333333333,,1215.67,,-5.75,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'GALEX 2674093677029101984',0,,,,,32.040139,-5.644209,32.040139,-5.644209,-1.0,,,0.6421,0.6421,2,square,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident='>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.0401390d-5.6442090d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,900.0
60378,,9.844659623115907,-2.3991833288308584,76.05,0.0,204.75,351.0,0.0018055555555555555,0.0,0.004861111111111111,0.008333333333333333,,1215.67,,-5.72,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'SDSS J020949.08-054824.5',0,,,,,32.454515,-5.806811,32.454515,-5.806811,-1.0,,,0.738,0.738,2,square,Lya,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident='>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.4545150d-5.8068110d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,900.0
60583,,2.8388868222131523,2.3139724546270233,234.0,0.0,234.0,234.0,0.005555555555555556,0.0,0.005555555555555556,0.005555555555555556,,1215.67,,-200.3,,100.0,,,,,,,,,,,,,,,,,11.84807,11.40884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.28752152,-5.695231017,32.28752152,-5.695231017,-1.0,,,-99.0,,5,diamond-x,Bright Star,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident='>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.2875215d-5.6952310d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,900.0
60773,,-6.510037761998716,6.199911292753407,46.8,0.0,234.0,234.0,0.0011111111111111111,0.0,0.005555555555555556,0.005555555555555556,,1215.67,,-200.21,,100.0,,,,,,,,,,,,,,,,,11.88412,11.28118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.06502777,-5.603094653,32.06502777,-5.603094653,-1.0,,,-99.0,,5,diamond-x,Bright Star,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident='>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.0650278d-5.6030947d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,900.0
60774,,-5.739608179302061,2.455600549479822,46.8,0.0,234.0,234.0,0.0011111111111111111,0.0,0.005555555555555556,0.005555555555555556,,1215.67,,-200.3,,100.0,,,,,,,,,,,,,,,,,12.44367,11.8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.08343397,-5.69184427,32.08343397,-5.69184427,-1.0,,,-99.0,,5,diamond-x,Bright Star,<a href='http://simbad.u-strasbg.fr/simbad/sim-id?Ident='>·</a>,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=32.0834340d-5.6918443d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=2&Radius.unit=arcmin'>·</a>,-9223372036854775808,900.0
