col0,RA,DEC,Z,fuv_mag,nuv_mag,flag,x_mm,y_mm,yline_mm,slit_length,slit_width,coord_x,coord_y,x_mask_corrected,y_mask_corrected
0,253.16115,34.9648,0.733,0.0,25.999,3.0,1.370426787508335,3.140090805285851,5.668655687285835,0.47272727,0.075,1.3801374195345038,3.162341002535956,1.3784150741338463,3.1606548563651087
1,253.140564,34.986008,0.732091,0.0,25.999,3.0,0.28491679807594267,2.77602858179557,5.276640291113378,0.47272727,0.075,0.28691835066854643,2.795530300341326,0.286459655465613,2.794965542130565
2,252.995708,34.992336,0.0,0.0,17.48,4.0,-1.6812803045942608,-1.8450091296840014,-52.755536722395966,0.47272727,0.075,-1.6930510597939046,-1.8579261612743165,-1.6941878625044215,-1.8585646547773937
3,253.25197,34.922949,0.0,0.0,17.52,4.0,4.1024263723571845,5.4922092173271935,-46.204453430610194,0.47272727,0.075,4.133720655273979,5.534105093934116,4.118564482571882,5.523529370458466
4,253.00645446777344,35.06332015991211,0.64524335,,22.061869,1.0,-4.371084326872723,-0.4679002544275002,-4.013617874785662,0.47272727,0.075,-4.402567245192769,-0.4712703256479309,-4.409060877188383,-0.4716432080366724
5,252.97247314453125,34.75245666503906,0.7010053,,22.351974,1.0,7.555163383320225,-6.068029925869796,-4.912500750972148,0.47272727,0.075,7.6182617441814,-6.118708213360474,7.572268630175904,-6.096065600703963
6,252.8296813964844,35.17415237426758,0.71582484,,22.55795,1.0,-10.846816802010087,-4.589132811679435,-2.50247197055276,0.47272727,0.075,-10.944930780577774,-4.630643430559433,-10.967430270460373,-4.632081891328476
7,252.86204528808597,35.15045928955078,0.6806058,,22.800571,1.0,-9.529510501423404,-3.8871841228643667,-4.466389624187179,0.47272727,0.075,-9.610868816233225,-3.9203710058154373,-9.631761622996864,-3.9223257071799247
8,253.2079315185547,34.83833312988281,0.6983903,,22.8879,1.0,6.9420030325586675,2.8407075527077623,2.854660697589138,0.47272727,0.075,6.9959490397638735,2.862782569008897,6.965363791319819,2.8544415746913
9,252.86187744140625,35.09083557128906,0.71519333,,23.036001,1.0,-7.172715218411233,-4.760111428063345,-2.6976566438190424,0.47272727,0.075,-7.230427385919656,-4.7984116170057405,-7.246399233474721,-4.800533259567179
10,253.05911254882807,35.040409088134766,0.7316108,,23.250011,1.0,-2.838628397312891,0.9121419991802835,3.5778438030239124,0.47272727,0.075,-2.8586180528684486,0.9185653141864436,-2.8613961410626083,0.9190035859230062
11,253.1322784423828,34.90934371948242,0.731768,,23.274382,1.0,3.231739529930075,1.400442887423861,4.025284051607582,0.47272727,0.075,3.2546723054531004,1.4103805826102065,3.249985687801054,1.408967187219575
12,252.99595642089844,35.089752197265625,0.737252,,23.395206,1.0,-5.54360680731929,-0.42625217101857144,2.798620861598343,0.47272727,0.075,-5.584522870332406,-0.42939823842469527,-5.594315639754766,-0.42979975390776004
13,252.93011474609372,35.08903884887695,0.73042023,,23.508875,1.0,-6.294321877176726,-2.5737412672292206,0.37779092216955634,0.47272727,0.075,-6.34226362081168,-2.5933445932783092,-6.354831091946941,-2.5951862837800843
14,253.1490936279297,34.855316162109375,0.71804017,,23.910023,1.0,5.574740063725449,1.1688326944156775,2.8080260237485595,0.47272727,0.075,5.616017176757447,1.1774870960005739,5.599111695323309,1.17507323312189
15,253.0832672119141,34.75908279418945,0.731103,,23.990292,1.0,8.609392166414255,-2.3634865429006133,0.61474996917116,0.47272727,0.075,8.679408031868507,-2.382707592725271,8.630970946617973,-2.3738705027250977
16,252.99105834960935,35.160865783691406,0.7370588,,24.238768,1.0,-8.4185196075882,0.4438571383060791,3.5614465721889217,0.47272727,0.075,-8.48586109772194,0.4474076439167196,-8.503767010889186,0.44751715389582614
17,252.9925842285156,35.03624725341797,0.64604986,,24.309475,1.0,-3.4611674464523228,-1.3105911408747764,-4.706332008945408,0.47272727,0.075,-3.4857970553019375,-1.3199172852063956,-3.4901691667502748,-1.320728926392402
18,252.8568878173828,35.16483688354492,0.7162534,,24.342213,1.0,-10.158457163246727,-3.8448914400392282,-1.8042849466834108,0.47272727,0.075,-10.247080293725235,-3.878434556901414,-10.268979579512235,-3.880246647808631
19,252.9763641357422,34.82233428955078,0.72910404,,24.411566,1.0,4.834623382954393,-4.933803581615106,-1.826732472745344,0.47272727,0.075,4.87155676296795,-4.971494633876695,4.854059598740829,-4.9617685223695265
20,252.97984313964844,34.959171295166016,0.7340468,,24.891018,1.0,-0.5529518044417673,-2.841283475857377,0.40738928724237855,0.47272727,0.075,-0.5568413467419169,-2.861269471340691,-0.557515451294039,-2.8614631815202367
21,253.18739318847656,34.742332458496094,1.044807,,24.519653,2.0,10.50160890252395,0.7891687900692916,3.8717111575751044,0.47272727,0.075,10.592076368624719,0.795967186527021,10.516626562067975,0.791647361545715
22,253.0784454345703,34.74169158935547,0.9580562,,24.955788,2.0,9.240203293510822,-2.7710198429850457,-4.736579798205005,0.47272727,0.075,9.317254428496248,-2.794126501700994,9.259245141833865,-2.782407821869145
