col0,RA,DEC,Z,fuv_mag,nuv_mag,flag,x_mm,y_mm,yline_mm,slit_length,slit_width,coord_x,coord_y,x_mask_corrected,y_mask_corrected
0,36.90472,0.80024,0.66,0.0,25.999,3.0,-0.0076018041440684865,6.242105424178426,3.064062578459976,0.47272727,0.075,-0.007658852874244504,6.28895011805969,-0.010023161049205814,6.284553092118609
1,37.05645,0.582092,0.70772,0.0,25.999,3.0,6.399531481434232,-2.9710806966651266,-1.6488117456911,0.47272727,0.075,6.448623261495552,-2.993872308914909,6.434529898488614,-2.988972355256
2,37.17138,0.51364,0.72,0.0,25.999,3.0,11.233829667570422,-5.851678860863696,-3.3259102258398725,0.47272727,0.075,11.339233838787202,-5.906583677725627,11.278380403725585,-5.880867326859784
3,37.03302,0.575821,0.707887,0.0,25.999,3.0,5.41098040477403,-3.236421742989455,-1.8730305780384027,0.47272727,0.075,5.451653529571109,-3.2607491985707853,5.441676924959437,-3.256404855639945
4,37.190205,0.551168,0.718309,0.0,25.999,3.0,12.026895833542607,-4.269366271168604,-2.0351149039538052,0.47272727,0.075,12.140195855745139,-4.309586066867263,12.074135950982027,-4.290455011972777
5,37.087275,0.687135,0.0,0.0,25.999,4.0,7.699660849396546,1.4646076842985074,-49.800880822767816,0.47272727,0.075,7.760107836329746,1.4761057389903574,7.739605226951844,1.472744252990547
6,36.741698,0.577516,0.0,0.0,25.999,4.0,-6.890759299342015,-3.163936112197901,-53.9349027555309,0.47272727,0.075,-6.9444378921714796,-3.188582980696315,-6.948342933178809,-3.1888889861968344
7,36.9792366027832,0.7565664052963257,0.64647305,22.907719,20.94621,1.0,3.1398986722650886,4.39817114490862,0.4209892720638866,0.47272727,0.075,3.1629909193064374,4.430517301651027,3.1582403587644756,4.42619761391088
8,37.105995178222656,0.6618619561195374,0.6812083999999999,24.703726,22.774157000000002,1.0,8.48865328583425,0.3974955510733556,-0.5926333492049641,0.47272727,0.075,8.556705932855387,0.40068223140047055,8.531337007885483,0.39945872731394405
9,36.77247619628906,0.7182958722114563,0.6571321,24.642532,22.867582000000002,1.0,-5.5926514415392665,2.78116120245198,-0.23734254854070347,0.47272727,0.075,-5.634626412100637,2.802034872270247,-5.637741054828001,2.8021807716989975
10,36.70478439331055,0.75667405128479,0.70081407,-999.0,23.037273000000003,1.0,-8.444758387636933,4.398750375511075,4.42664357220989,0.47272727,0.075,-8.514863844748614,4.4352672764856305,-8.516941607929924,4.433105581054601
11,37.07239532470703,0.6231023669242859,0.71886885,-999.0,23.273642000000002,1.0,7.072611849691527,-1.23918241874418,0.7187595718832891,0.47272727,0.075,7.127060382291631,-1.248722269899367,7.110661132024521,-1.2466112981572341
12,36.84962463378906,0.5849729776382446,0.72126204,-999.0,23.433947,1.0,-2.335408403633535,-2.8510692634595634,-0.5430511149993249,0.47272727,0.075,-2.352023013304981,-2.871352398043192,-2.353257531744537,-2.8718375187684293
13,37.13665771484375,0.6330221891403198,0.7289992,-999.0,23.534182,1.0,9.779444123556814,-0.8196193370456801,1.8389097262106535,0.47272727,0.075,9.86148285833229,-0.8264950380118293,9.825495078117019,-0.8243468144343526
14,37.01876068115234,0.5631300210952759,0.6980975,-999.0,23.684166,1.0,4.80894309128951,-3.772587268199202,-3.072505995224017,0.47272727,0.075,4.844913616595596,-3.800805931473878,4.836601569299145,-3.7962217306266828
15,36.65468978881836,0.518297016620636,0.7450190999999999,-999.0,23.785372,1.0,-10.550715027903012,-5.656864970436744,-1.3080052340148018,0.47272727,0.075,-10.646904255141472,-5.708437728174925,-10.64528568196237,-5.70350891473154
16,36.93180847167969,0.6438819766044617,0.67195714,-999.0,23.967442000000002,1.0,1.137092669643992,-0.3620856081065027,-1.9520738287136952,0.47272727,0.075,1.1449691424435198,-0.3645937215782431,1.1447858987810107,-0.36454329921609824
17,36.99921417236328,0.6724082231521606,0.7466789,-999.0,24.165781,1.0,3.984565281167979,0.8432865827241951,4.625943643183669,0.47272727,0.075,4.013096531603507,0.849324887779539,4.0088293687177625,0.8485701614525268
