col0,RA,DEC,Z,fuv_mag,nuv_mag,flag,x_mm,y_mm,yline_mm,slit_length,slit_width,coord_x,coord_y,x_mask_corrected,y_mask_corrected
27130,32.5057281,-5.6252093,0.6431,-99.0,22.348,Lya,11.985736813186227,5.257080537038755,1.47,0.4095,0.07604999999999999,12.100218542127719,5.307293525897541,11.98031686005984,5.268727383476253
27140,32.3099606,-5.6220169,0.9368,-99.0,23.83,OVI,4.029694331892832,5.404865811694566,1.81,0.90675,0.07604999999999999,3.8097093587568844,5.445805421221916,4.04509344157166,5.43624600729141
27146,32.3207838,-5.6215058,0.6563,-99.0,23.383,Lya,4.235725408200157,5.42605599856655,2.61,0.0,0.0,4.268061909114994,5.467479756684091,4.2523335738923285,5.456788125777109
27167,32.420143,-5.6153753,0.6644,-99.0,22.696,Lya,8.404550874295758,5.679054062123038,3.46,0.4095,0.07604999999999999,8.475910527745416,5.727272620836794,8.41937626219378,5.7020916997705955
27196,32.3881211,-5.6096516,0.6432,-99.0,23.363,Lya,7.061867723612497,5.922618464944924,2.14,0.4095,0.07604999999999999,7.119869548476547,5.971263199225588,7.079111356476237,5.94995892272738
59453,32.3688997,-5.7281033,0.629,-99.0,23.027,Lya,6.301348037495965,0.9240076719610313,-3.9,0.32175,0.07604999999999999,6.304533770391938,0.930956879410016,6.326387111458815,0.9286990308477954
59457,32.3528866,-5.7204662,0.6592,-99.0,-99.0,Lya,5.716843195742949,1.3732291195491275,-1.35,0.67275,0.117,5.626599136872021,1.2561071861426667,5.741187774771635,1.379884665808649
59570,32.4020622,-5.7781286,0.6566,-99.0,24.639,Lya,7.648128638095077,-1.2310091225757067,-3.98,0.4095,0.09359999999999999,7.707991611958687,-1.198194724225368,7.672556284982071,-1.236756500066261
59619,32.4832373,-5.8575442,0.7647,-99.0,-99.0,Lya,11.262033030348617,-4.5376530687569,0.63,0.84825,0.07604999999999999,11.14319735902628,-4.578966726397221,11.267803112266645,-4.551738074541237
59971,32.000532,-5.6935508,0.6414,-99.0,23.635,Lya,-9.216535929481207,2.380567907722151,-1.53,0.4095,0.07604999999999999,-9.293041111005595,2.4003286704756324,-9.312659714784198,2.4013445875080794
59975,32.0228903,-5.6830786,0.6425,-99.0,24.849,Lya,-8.279532138919846,2.8234756131008654,-1.01,0.4095,0.07604999999999999,-8.346458472610284,2.8462987470507812,-8.36391576612444,2.8476027688400674
60370,32.040139,-5.644209,0.6421,,-1.0,Lya,-7.628584851545311,4.464452298570341,0.6,0.55575,0.07604999999999999,-7.616590807046254,4.50057402248423,-7.705630911058939,4.501821445328158
60378,32.454515,-5.806811,0.738,,-1.0,Lya,9.771534623115908,-2.3991833288308584,0.8,0.55575,0.07604999999999999,9.928213971998808,-2.4195458612662586,9.78859048094523,-2.4084785400757505
60583,32.28752152,-5.695231017,-99.0,,-1.0,Bright Star,2.8388868222131523,2.3139724546270233,-7336.78,0.468,0.234,2.85907590894944,2.330428549398503,2.85495668213168,2.3282790785873706
60773,32.06502777,-5.603094653,-99.0,,-1.0,Bright Star,-6.510037761998716,6.199911292753407,-7332.9,0.468,0.046799999999999994,-6.56309234299809,6.250438449107308,-6.577413388031582,6.25011538622752
60774,32.08343397,-5.69184427,-99.0,,-1.0,Bright Star,-5.739608179302061,2.455600549479822,-7336.64,0.468,0.046799999999999994,-5.78268262424426,2.4740292692398294,-5.7932581546242945,2.4754002633300107
